,GEO,Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A),Gender (3),VALUE
22292,Quebec,"2221 Technical occupations in architecture, drafting, surveying, geomatics and meteorology",Men+,12455
22293,Quebec,"2221 Technical occupations in architecture, drafting, surveying, geomatics and meteorology",Women+,7245
22294,Quebec,22210 Architectural technologists and technicians,Total - Gender,4165
22295,Quebec,22210 Architectural technologists and technicians,Men+,2280
22296,Quebec,22210 Architectural technologists and technicians,Women+,1885
22297,Quebec,22211 Industrial designers,Total - Gender,3710
22298,Quebec,22211 Industrial designers,Men+,2350
22299,Quebec,22211 Industrial designers,Women+,1365
22300,Quebec,22212 Drafting technologists and technicians,Total - Gender,8640
22301,Quebec,22212 Drafting technologists and technicians,Men+,5495
22302,Quebec,22212 Drafting technologists and technicians,Women+,3140
22303,Quebec,22213 Land survey technologists and technicians,Total - Gender,1510
22304,Quebec,22213 Land survey technologists and technicians,Men+,1165
22305,Quebec,22213 Land survey technologists and technicians,Women+,340
22306,Quebec,22214 Technical occupations in geomatics and meteorology,Total - Gender,1675
22307,Quebec,22214 Technical occupations in geomatics and meteorology,Men+,1165
22308,Quebec,22214 Technical occupations in geomatics and meteorology,Women+,515
22309,Quebec,2222 Technical occupations in computer and information systems,Total - Gender,39620
22310,Quebec,2222 Technical occupations in computer and information systems,Men+,32445
22311,Quebec,2222 Technical occupations in computer and information systems,Women+,7175
22312,Quebec,22220 Computer network and web technicians,Total - Gender,20960
22313,Quebec,22220 Computer network and web technicians,Men+,18275
22314,Quebec,22220 Computer network and web technicians,Women+,2685
22315,Quebec,22221 User support technicians,Total - Gender,14795
22316,Quebec,22221 User support technicians,Men+,11385
22317,Quebec,22221 User support technicians,Women+,3405
22318,Quebec,22222 Information systems testing technicians,Total - Gender,3860
22319,Quebec,22222 Information systems testing technicians,Men+,2780
22320,Quebec,22222 Information systems testing technicians,Women+,1080
22321,Quebec,2223 Technical inspectors and regulatory officers,Total - Gender,9750
22322,Quebec,2223 Technical inspectors and regulatory officers,Men+,6730
22323,Quebec,2223 Technical inspectors and regulatory officers,Women+,3025
22324,Quebec,22230 Non-destructive testers and inspectors,Total - Gender,630
22325,Quebec,22230 Non-destructive testers and inspectors,Men+,575
22326,Quebec,22230 Non-destructive testers and inspectors,Women+,55
22327,Quebec,22231 Engineering inspectors and regulatory officers,Total - Gender,1905
22328,Quebec,22231 Engineering inspectors and regulatory officers,Men+,1185
22329,Quebec,22231 Engineering inspectors and regulatory officers,Women+,715
22330,Quebec,22232 Occupational health and safety specialists,Total - Gender,3995
22331,Quebec,22232 Occupational health and safety specialists,Men+,2425
22332,Quebec,22232 Occupational health and safety specialists,Women+,1570
22333,Quebec,22233 Construction inspectors,Total - Gender,3220
22334,Quebec,22233 Construction inspectors,Men+,2535
22335,Quebec,22233 Construction inspectors,Women+,690
22336,Quebec,223 Technical occupations related to engineering,Total - Gender,50480
22337,Quebec,223 Technical occupations related to engineering,Men+,43705
22338,Quebec,223 Technical occupations related to engineering,Women+,6770
22339,Quebec,"2230 Technical occupations in civil, mechanical and industrial engineering",Total - Gender,26700
22340,Quebec,"2230 Technical occupations in civil, mechanical and industrial engineering",Men+,22015
22341,Quebec,"2230 Technical occupations in civil, mechanical and industrial engineering",Women+,4680
22342,Quebec,22300 Civil engineering technologists and technicians,Total - Gender,7525
22343,Quebec,22300 Civil engineering technologists and technicians,Men+,6095
22344,Quebec,22300 Civil engineering technologists and technicians,Women+,1430
22345,Quebec,22301 Mechanical engineering technologists and technicians,Total - Gender,8240
22346,Quebec,22301 Mechanical engineering technologists and technicians,Men+,7585
22347,Quebec,22301 Mechanical engineering technologists and technicians,Women+,655
22348,Quebec,22302 Industrial engineering and manufacturing technologists and technicians,Total - Gender,4340
22349,Quebec,22302 Industrial engineering and manufacturing technologists and technicians,Men+,3205
22350,Quebec,22302 Industrial engineering and manufacturing technologists and technicians,Women+,1135
22351,Quebec,22303 Construction estimators,Total - Gender,6590
22352,Quebec,22303 Construction estimators,Men+,5125
22353,Quebec,22303 Construction estimators,Women+,1465
22354,Quebec,2231 Technical occupations in electronics and electrical engineering,Total - Gender,23785
22355,Quebec,2231 Technical occupations in electronics and electrical engineering,Men+,21690
22356,Quebec,2231 Technical occupations in electronics and electrical engineering,Women+,2090
22357,Quebec,22310 Electrical and electronics engineering technologists and technicians,Total - Gender,13325
22358,Quebec,22310 Electrical and electronics engineering technologists and technicians,Men+,12030
22359,Quebec,22310 Electrical and electronics engineering technologists and technicians,Women+,1290
22360,Quebec,22311 Electronic service technicians (household and business equipment),Total - Gender,6850
22361,Quebec,22311 Electronic service technicians (household and business equipment),Men+,6290
22362,Quebec,22311 Electronic service technicians (household and business equipment),Women+,555
22363,Quebec,22312 Industrial instrument technicians and mechanics,Total - Gender,1890
22364,Quebec,22312 Industrial instrument technicians and mechanics,Men+,1790
22365,Quebec,22312 Industrial instrument technicians and mechanics,Women+,105
22366,Quebec,"22313 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",Total - Gender,1720
22367,Quebec,"22313 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",Men+,1580
22368,Quebec,"22313 Aircraft instrument, electrical and avionics mechanics, technicians and inspectors",Women+,140
22369,Quebec,3 Health occupations,Total - Gender,382265
22370,Quebec,3 Health occupations,Men+,74415
22371,Quebec,3 Health occupations,Women+,307850
22372,Quebec,30 Specialized middle management occupations in health care,Total - Gender,8270
22373,Quebec,30 Specialized middle management occupations in health care,Men+,2340
22374,Quebec,30 Specialized middle management occupations in health care,Women+,5930
22375,Quebec,300 Specialized middle management occupations in health care,Total - Gender,8270
22376,Quebec,300 Specialized middle management occupations in health care,Men+,2340
22377,Quebec,300 Specialized middle management occupations in health care,Women+,5930
22378,Quebec,3001 Managers in health care,Total - Gender,8270
22379,Quebec,3001 Managers in health care,Men+,2340
22380,Quebec,3001 Managers in health care,Women+,5930
22381,Quebec,30010 Managers in health care,Total - Gender,8270
22382,Quebec,30010 Managers in health care,Men+,2340
22383,Quebec,30010 Managers in health care,Women+,5930
22384,Quebec,31 Professional occupations in health,Total - Gender,158640
22385,Quebec,31 Professional occupations in health,Men+,34725
22386,Quebec,31 Professional occupations in health,Women+,123915
22387,Quebec,311 Health treating and consultation services professionals,Total - Gender,51350
22388,Quebec,311 Health treating and consultation services professionals,Men+,19440
22389,Quebec,311 Health treating and consultation services professionals,Women+,31910
22390,Quebec,3110 Physicians and veterinarians,Total - Gender,28685
22391,Quebec,3110 Physicians and veterinarians,Men+,13100
22392,Quebec,3110 Physicians and veterinarians,Women+,15585
22393,Quebec,31100 Specialists in clinical and laboratory medicine,Total - Gender,7310
22394,Quebec,31100 Specialists in clinical and laboratory medicine,Men+,3640
22395,Quebec,31100 Specialists in clinical and laboratory medicine,Women+,3675
22396,Quebec,31101 Specialists in surgery,Total - Gender,2105
22397,Quebec,31101 Specialists in surgery,Men+,1295
22398,Quebec,31101 Specialists in surgery,Women+,810
22399,Quebec,31102 General practitioners and family physicians,Total - Gender,16590
22400,Quebec,31102 General practitioners and family physicians,Men+,7295
22401,Quebec,31102 General practitioners and family physicians,Women+,9300
22402,Quebec,31103 Veterinarians,Total - Gender,2675
22403,Quebec,31103 Veterinarians,Men+,875
22404,Quebec,31103 Veterinarians,Women+,1800
22405,Quebec,"3111 Dentists, optometrists and audiologists",Total - Gender,9960
22406,Quebec,"3111 Dentists, optometrists and audiologists",Men+,3000
22407,Quebec,"3111 Dentists, optometrists and audiologists",Women+,6960
22408,Quebec,31110 Dentists,Total - Gender,4775
22409,Quebec,31110 Dentists,Men+,2385
22410,Quebec,31110 Dentists,Women+,2390
22411,Quebec,31111 Optometrists,Total - Gender,1685
22412,Quebec,31111 Optometrists,Men+,480
22413,Quebec,31111 Optometrists,Women+,1210
22414,Quebec,31112 Audiologists and speech-language pathologists,Total - Gender,3500
22415,Quebec,31112 Audiologists and speech-language pathologists,Men+,135
22416,Quebec,31112 Audiologists and speech-language pathologists,Women+,3365
22417,Quebec,3112 Pharmacists and dietitians,Total - Gender,12705
22418,Quebec,3112 Pharmacists and dietitians,Men+,3335
22419,Quebec,3112 Pharmacists and dietitians,Women+,9360
22420,Quebec,31120 Pharmacists,Total - Gender,9900
22421,Quebec,31120 Pharmacists,Men+,3225
22422,Quebec,31120 Pharmacists,Women+,6675
22423,Quebec,31121 Dietitians and nutritionists,Total - Gender,2805
22424,Quebec,31121 Dietitians and nutritionists,Men+,115
22425,Quebec,31121 Dietitians and nutritionists,Women+,2690
22426,Quebec,312 Therapy and assessment professionals,Total - Gender,26590
22427,Quebec,312 Therapy and assessment professionals,Men+,5985
22428,Quebec,312 Therapy and assessment professionals,Women+,20605
22429,Quebec,3120 Therapy and assessment professionals,Total - Gender,26590
22430,Quebec,3120 Therapy and assessment professionals,Men+,5985
22431,Quebec,3120 Therapy and assessment professionals,Women+,20605
22432,Quebec,31200 Psychologists,Total - Gender,7995
22433,Quebec,31200 Psychologists,Men+,1660
22434,Quebec,31200 Psychologists,Women+,6335
22435,Quebec,31201 Chiropractors,Total - Gender,1335
22436,Quebec,31201 Chiropractors,Men+,675
22437,Quebec,31201 Chiropractors,Women+,665
22438,Quebec,31202 Physiotherapists,Total - Gender,5900
22439,Quebec,31202 Physiotherapists,Men+,1350
22440,Quebec,31202 Physiotherapists,Women+,4545
22441,Quebec,31203 Occupational therapists,Total - Gender,5580
22442,Quebec,31203 Occupational therapists,Men+,405
22443,Quebec,31203 Occupational therapists,Women+,5175
